dataset,sample,timepoint,mean_radius,median_radius,max_radius,min_radius,sd_radius,p25_radius,p75_radius,p90_radius,p95_radius,n_leader_cells,leader_fraction,mean_leader_radius,radius_skewness,radius_kurtosis,dispersion_index,mean_nn_dist,median_nn_dist,sd_nn_dist,mean_volume,sd_volume,mean_compactness,sd_compactness,mean_extent,sd_extent,cell_count,invasion_volume,cell_density
test,1,0,854.7526855659806,790.7554875413293,1794.8109032906782,62.32199139944703,421.7468177585775,607.3862130018776,1049.1415867972087,1492.1119216698003,1704.2587180719925,6.0,0.11764705882352941,1685.2076964299274,0.4727173688340443,-0.18492380646201445,2.099801420456762,80.05730273020632,58.97380109142383,58.75041416420339,522.5882352941177,396.38931249318966,2.74674472614003,1.2450284395497782,0.4176399846723166,0.1377181779548801,51.0,24218358673.01061,2.1058404778204625e-09
test,1,1,886.5597499148566,856.7300257886297,1798.3589236800465,59.45837923759871,444.3550077761905,622.1678729567672,1056.696679053722,1646.4106338210222,1751.065810088393,6.0,0.11538461538461539,1738.937885991879,0.4061654531189128,-0.39571935160881644,2.0284689484862777,78.35526360830927,64.29477195603438,45.32286931060677,529.9230769230769,348.5332204130955,3.2703075017953553,1.7065784343373598,0.37535111051897097,0.16037446132828906,52.0,24362268883.69314,2.134448160319179e-09
test,1,2,850.9587278304342,809.4203294844953,1791.7777123897997,67.15083643030742,418.6843846039183,588.3625592786939,1029.6865889929381,1326.161993543649,1733.6435325643506,5.0,0.11904761904761904,1654.740510633866,0.48044980022249784,-0.10473981198290305,2.1055988425643566,95.36745014234324,69.83127866009812,69.50789848788186,646.6428571428571,340.66060797483465,3.5135939048598495,1.4451866874527424,0.3333414452704281,0.13126454650461092,42.0,24095780582.42473,1.7430437605592436e-09
test,1,3,877.0410906172804,828.4627651039717,1792.244997071977,69.00332699928234,424.3914188798845,624.0036734116457,1051.3058418210724,1461.5501729470798,1754.1962229921808,5.0,0.10638297872340426,1746.9039899411123,0.45031866387877667,-0.1543557343506019,2.043513144647027,92.8846348826627,68.02970090222986,63.29074079421521,613.063829787234,401.7294895744019,3.5759770667367294,1.8797807086406864,0.35187393898712155,0.15889449223495228,47.0,24114637596.518726,1.949023692016217e-09
test,1,4,870.2045383244554,795.3312588756314,1800.537698354574,73.5725649846471,461.7908585983008,548.0718841850974,1052.7912778449013,1708.1694155876398,1768.721648840744,5.0,0.1111111111111111,1771.668963864881,0.5142956925803214,-0.4539520972048856,2.06909711344581,96.05586002731462,72.5387309896724,64.67584263053149,637.8444444444444,407.3547680716492,3.4924020065509387,1.4418185857459087,0.33676142355873223,0.13647264481816168,45.0,24450923425.134384,1.8404212887003747e-09
test,1,5,828.7676978089166,757.7576700402274,1802.480286485355,68.61998763379995,467.9782247493128,503.2477157069708,1036.8087102217974,1675.2302223793454,1765.8165337668427,5.0,0.10204081632653061,1770.7340941077218,0.5576909956749434,-0.3952412224772295,2.1748920611297047,92.5115998630727,85.19104003473012,59.56025964267935,602.0204081632653,431.9160552022772,3.567567782176574,1.5676323050421208,0.33608134501510234,0.14674943193871526,49.0,24530148654.56524,1.997541910162079e-09
test,1,6,845.1574660218864,782.521333765517,1799.2186676584993,63.4392505438096,439.7962409688319,546.2346229484656,1017.4271127907089,1599.4455408630417,1759.191099707867,6.0,0.11320754716981132,1750.1529068139341,0.6101048277973714,-0.2110697363723828,2.12885614810614,81.74318310715428,65.30887683293608,56.71048517743794,553.3396226415094,396.5678205357442,3.5597216557365168,1.8768476482744019,0.3393469904640722,0.1284770525410545,53.0,24397226302.898506,2.172378095033834e-09
test,1,7,856.696432083048,763.0428880033544,1800.2726019198617,59.51212480995091,452.9942110714541,559.3014042512133,1024.910326616145,1689.8179106320376,1758.823398314571,6.0,0.11538461538461539,1756.2731953143573,0.6381188276144093,-0.3126946129535906,2.101412512647588,76.70277151819866,57.3742448513404,50.46403617315983,540.9230769230769,380.9042309853013,3.613773995762972,1.6197627177539669,0.31801313264485914,0.10915857672160091,52.0,24440125153.579296,2.1276486790978856e-09
test,1,8,914.6772851662959,906.1833486195898,1799.0499046756402,64.80269776915468,483.4915086990954,611.6303196547219,1150.9634182182062,1733.0891543508587,1776.180997081801,5.0,0.10638297872340426,1775.6631593229176,0.37998627669253754,-0.6869944465634585,1.9668684615345597,91.93093786669813,73.99498299509867,60.714508434727925,583.2765957446809,383.99256685104564,3.244988536773674,1.450309298689887,0.3614561069009983,0.13724560354737772,47.0,24390361719.00161,1.9269906917118033e-09
test,1,9,906.1996032858328,861.1943872075849,1802.4571365495226,72.43332779866108,444.20031186364713,623.0273932071234,1076.950310695909,1704.7973020122388,1756.4720056623848,5.0,0.11363636363636363,1760.7606078325775,0.4565899687777988,-0.3988775209802964,1.9890288298669592,92.69129067629927,66.95492020141285,70.68912059060283,665.7272727272727,404.59318434730955,3.2855380788465385,1.8026114652456309,0.3735428714849393,0.15028297989331513,44.0,24529203516.78224,1.7937802167076623e-09
test,1,10,854.3199129562719,822.5081811106148,1801.0915049372545,68.59192007884117,447.398516403768,567.5265938894827,1086.194954989895,1464.8644938105012,1751.1717978507775,5.0,0.10204081632653061,1762.2071193117677,0.4481517056391111,-0.38860623954705176,2.1082166968399374,87.21813916852933,70.31555998678346,63.36558068060721,542.7551020408164,354.5280037488955,3.2690514625491116,1.5634845122723524,0.35280058352591503,0.11431790678560765,49.0,24473492096.25392,2.0021662543001075e-09
test,1,11,837.0815865427921,818.4859329320975,1798.1662582238203,78.79859083947666,458.9319388045807,508.5833418034663,1068.414590312966,1515.5497369278157,1761.7362316160077,5.0,0.10416666666666667,1768.703272099152,0.5111351195579336,-0.42288558498844475,2.1481373944090416,88.71282068111209,72.87944643368715,65.64520230712695,556.2916666666666,338.0546952053093,3.372776914980171,1.6115181119681152,0.35091547408972507,0.13444844784220655,48.0,24354439637.69049,1.9708932216907206e-09
test,2,0,569.1464130531351,462.1152063344431,1580.7988945996165,245.4913750755423,319.82928053845234,384.05121423354075,679.4078067260048,754.8403204439621,1370.5282870997878,4.0,0.125,1274.2909179426454,1.8755551318417336,3.0666987974725073,2.777490744639085,86.698869132691,61.681598497486334,72.79327568878519,695.125,531.7292392477282,3.5105317746623967,1.8297517247088935,0.3478590853626563,0.13909877769888765,32.0,16546970017.290548,1.933888800581738e-09
test,2,1,541.6236839964281,461.951646917902,1570.0032691891145,184.37981206264507,313.3222301826338,350.66429449712996,580.55241788545,749.5703507729132,1338.6457649158367,4.0,0.11428571428571428,1270.9561769619631,1.9783356125811493,3.602951868612146,2.898697593141936,85.72480331950362,64.99360975983929,66.54106870815673,635.3714285714286,440.84011278695687,3.7790463920597817,2.2896023693955376,0.3516678883476429,0.16925106554177816,35.0,16210271154.814674,2.1591248946878054e-09
test,2,2,555.130871421306,455.6974641050151,1530.656433979707,235.5849565403869,324.85919403492244,341.5853274527506,584.953985983821,812.9670377685809,1387.0703126216374,3.0,0.1,1428.9327514135719,1.8701261474809698,2.803952590427458,2.7572893398285614,94.01090213864524,64.6562615146322,77.5455875339371,770.1,448.35841189526195,3.417652492625345,2.0762440183177207,0.36914230954970645,0.15525455600467084,30.0,15021793008.247166,1.9970984810887487e-09
test,2,3,574.2354747244581,465.2511377083264,1857.2481097512707,220.71066496354138,362.8600413749289,355.67667847198953,637.3326787639372,912.8375696279174,1471.1232723468593,4.0,0.10526315789473684,1525.144369157339,2.0257147927454353,3.6932048044790386,3.2342970636609576,88.62748531906013,52.60014273909035,81.12650485070411,663.2368421052631,462.7041220390417,3.2666433692810526,1.901347207222419,0.3806131755482946,0.15896224959741218,38.0,26834801328.285393,1.4160715980388445e-09
test,2,4,530.1430864740394,441.14954882652876,1507.323083607963,186.84133161783663,289.5389822480484,374.2947794414425,585.798377712052,738.0776467052334,1251.0545966121513,4.0,0.10256410256410256,1245.7428175812063,2.1246016336994322,4.403008643904403,2.843238216371186,74.98767595950095,50.348796750447434,65.89528965818624,654.7435897435897,484.7469615522546,3.447304996286937,1.3518711806973855,0.33359143731398183,0.1265939032710652,39.0,14345234752.720604,2.71867283263549e-09
test,2,5,520.2174837250392,468.2703112243875,1526.6915273500795,177.12274537801193,273.9493235086849,336.64238925467214,561.0967183928706,719.7757246098984,1125.449066248418,5.0,0.11363636363636363,1135.301408330397,2.2865794025232686,5.601813954888161,2.9347178345836062,71.51700695403923,44.0012673508343,68.26123533011236,596.4545454545455,449.28234529392745,3.5072444300586723,2.101968174232138,0.36689351704231615,0.157737798657383,44.0,14905360884.507135,2.9519580465666074e-09
test,2,6,500.09417493002894,443.59758272745586,1545.0607345254816,168.11371964453326,268.607592110983,342.7237034987413,547.4402853119791,710.1527319777518,1006.9234678893118,5.0,0.10204081632653061,1135.1578450024513,2.348519407393062,6.181404408619077,3.0895395547081907,68.96589686017155,46.37097565006782,65.89522972641029,529.1632653061224,441.3673048483719,3.321278487098531,1.498627776951479,0.36161440431855685,0.15315019366389468,49.0,15449885899.175507,3.1715444579830144e-09
test,2,7,542.2005614461625,454.7696842277167,1545.930280216641,198.30256633246972,317.47792526558464,339.3252502941038,569.2690224861288,1001.4637807281966,1303.4516686493396,5.0,0.1111111111111111,1358.891141390792,1.8696355430992275,2.8103791943590295,2.8512148273939832,66.03516849133331,46.414252940026834,60.9659927572827,547.2666666666667,447.23699229013613,3.1972213068326387,2.0617043273378166,0.39493746069548863,0.16168668825312396,45.0,15475985735.07432,2.9077307753013316e-09
test,2,8,548.1978907892076,497.11664188427807,1542.3182415915567,167.21677687111082,318.8086613254451,338.2815978200356,564.1009937953183,972.2985909738151,1296.9204894697334,5.0,0.10869565217391304,1363.0365185893504,1.7376381874632316,2.507978254043045,2.8134333741619724,62.102218017352776,51.55671649815826,57.05261767649598,574.1739130434783,401.06759221678584,3.9064661228397513,2.8970177214388677,0.34328800385759506,0.15997918507490297,46.0,15367760897.939142,2.993279262053636e-09
test,2,9,550.7976482298934,481.44643025787695,1616.151472969255,162.91159113654805,343.4240086694516,305.3662307930499,616.4285412819614,986.3385218981834,1422.0180180477653,5.0,0.10869565217391304,1415.9816178501383,1.6601105857983982,2.2282398716778866,2.93420184011879,78.80350654788171,56.67122111684539,84.61304164421075,545.5869565217391,371.0092886580219,3.782655536625939,1.926827449735475,0.32872945880121807,0.14833919090461223,46.0,17682138844.124657,2.6014952379635157e-09
test,2,10,563.2336181820172,454.9723998240145,1608.0171475470436,114.5357307942318,366.87339105393914,311.40752889320004,615.5382499161046,1258.9553584498633,1419.6853349896703,5.0,0.11363636363636363,1421.4482572039324,1.4657518538361658,1.2903937918481887,2.8549736657008093,84.05578229502743,74.86223117322197,70.07999978764542,588.1590909090909,478.1814359941077,3.9475277594729685,2.0829923387279976,0.31514245378631955,0.14264235777070894,44.0,17416490061.105385,2.5263414066569633e-09
test,2,11,568.3231439428396,459.2423162364385,1574.1375196264771,178.1863448675426,348.43249110881624,326.02206357581434,628.4779352040573,1222.551850251191,1463.457770115942,5.0,0.12195121951219512,1405.1747565683588,1.6149803958304818,1.8059187952713227,2.769793094656725,90.98886886492565,81.54443634193431,79.33936298106453,621.1463414634146,541.2509843397798,3.9629921041274496,2.235247292251723,0.31845898296909975,0.14325654484101635,41.0,16338666971.315737,2.5093846439235127e-09
train,1,0,860.8938619095034,871.7629308823643,1437.0046387605914,177.36086918532197,367.83956745614273,539.1199797766275,1193.9750341446716,1368.5182118999435,1428.1653400250314,4.0,0.10526315789473684,1420.6756755710421,-0.07169933304159595,-1.0917295417952568,1.6692007021321387,118.46756797832356,94.92783160002949,67.24726375585125,681.3947368421053,410.65830732733986,3.0378926911645356,1.1567339869120354,0.37709461953465884,0.14071767239842545,38.0,12429770771.952991,3.0571762502446664e-09
train,1,1,869.1278743886629,897.2939372777615,1444.9117253549475,168.3267993326091,363.9505727201376,567.0604448785953,1204.2690769656056,1346.5961132348039,1388.4958971621304,4.0,0.1111111111111111,1400.810278163375,-0.17708882622087257,-1.0813565022471217,1.662484621576872,112.83203227317837,81.37107312089452,81.86637981662813,676.8611111111111,424.85420375046834,3.0936759316190336,1.1435575080654659,0.3620776064687023,0.11630021818240566,36.0,12636085486.583218,2.8489835747173595e-09
train,1,2,848.7004124850329,872.2000960476009,1423.3845499279287,177.42683420564094,379.15609430618974,503.1434922541928,1203.9858830238854,1359.0803414090713,1400.2592340450842,4.0,0.11764705882352941,1401.3183976842506,-0.10629937123949844,-1.2270968670036337,1.6771342737541448,134.28670175679125,96.48665238852512,69.66526015405566,758.2647058823529,409.42178805574014,3.120787954946775,1.0358315266607028,0.3508172782693262,0.10066822556686611,34.0,12079677833.563501,2.81464460132626e-09
train,1,3,863.4716064162243,864.2086515396131,1450.9061675607486,172.44742668085178,389.92080999694565,533.9208258983289,1240.3441674322626,1381.8187368918875,1407.5616747017943,4.0,0.1111111111111111,1415.142525767504,-0.05908116140305179,-1.2906977466538183,1.6803171717280068,121.05962964871999,109.79215077978685,70.70325100752656,705.9722222222222,459.06709662787773,3.211165022962214,1.2335560222201223,0.364871844976342,0.15464422900944144,36.0,12794007170.012587,2.81381740072642e-09
train,1,4,875.8117476146297,874.111397906826,1442.0736237846986,157.89621058610055,413.14148298520996,508.1389860373363,1275.8921488045419,1373.3452665781983,1400.3296451167494,6.0,0.11320754716981132,1406.7008838706472,-0.177157994557889,-1.3815170555224692,1.6465566118659014,76.49361252312823,67.41018928944102,57.018246992859964,509.1509433962264,468.5022943965826,3.247902957880276,1.9498947490048741,0.3801442707407182,0.1427006616680605,53.0,12561772090.903482,4.219149942895363e-09
train,1,5,880.1274584726359,868.4315352621304,1450.4725083408807,161.8578305972562,405.7347709172602,526.2534640433082,1273.7691172415716,1357.230125131563,1419.6967342632086,5.0,0.10869565217391304,1418.1021227572605,-0.21060596918208466,-1.3065815474804692,1.6480255153702574,81.45556450478436,67.65899450048471,60.617513067035915,546.4565217391304,439.70685722405454,3.2917141782454276,2.008672803458685,0.3869272625166838,0.16255347938768064,46.0,12782538652.297636,3.5986591749309195e-09
train,1,6,916.1121052846893,912.4026519644603,1443.1238262570644,168.72282832196257,390.48494353402594,591.3538203038846,1312.5577051204662,1364.315559376862,1413.9508955156568,5.0,0.10416666666666667,1414.977933772636,-0.2908953595546613,-1.2084216161465806,1.575269901939132,83.88558626744317,68.61236128651475,59.059374331052936,570.0208333333334,448.5131696912866,3.2594172656005633,1.9700551065854581,0.3820405411226176,0.1471476747374235,48.0,12589236737.027615,3.812780790659201e-09
train,1,7,868.9947657282507,864.1657781750191,1450.6694234519766,176.35500449916438,400.1887086576927,550.0053923189568,1241.5069281747694,1385.806707959129,1418.6322469773118,6.0,0.11764705882352941,1416.528295069855,-0.11443207606968567,-1.3165693403567347,1.6693649727984958,75.58229184037384,61.42306285856256,49.38101293407298,533.8039215686274,485.2086981746244,3.216050179909451,1.8682323251050343,0.3887322849493883,0.162279999274638,51.0,12787745404.034254,3.988193257578511e-09
train,1,8,894.4751642531141,888.5041280597984,1456.5289343620339,176.1411059539298,407.10435251963804,533.669623497985,1313.5479973105112,1414.9709231610166,1436.2087306297421,5.0,0.10204081632653061,1439.1752463967082,-0.16390165061734888,-1.3173094200247462,1.6283615158596763,78.83899091831273,61.77244835688708,48.88305193300684,568.5714285714286,537.6975605920736,3.310290941821391,1.5046696311175922,0.35935896443530313,0.1437708943016049,49.0,12943328051.470541,3.785734225783833e-09
train,1,9,854.3246148660401,823.5454032279815,1441.6562641047583,177.52259389888908,405.1838448324377,503.77632580616813,1267.8439189752207,1404.5022098487234,1411.950272830015,5.0,0.10204081632653061,1421.959348662163,-0.025194695451391986,-1.3293002862653256,1.6874806590125149,79.38966836908783,59.59638082431202,45.158001689351856,611.3469387755102,527.7601866623233,3.496639522720102,1.789656910627527,0.34777035569067066,0.1391605406058897,49.0,12550868500.627937,3.904112292910125e-09
train,1,10,865.5573218508464,861.8442759408136,1444.936501631857,145.44196393120004,395.9138047937242,536.3169420920954,1249.3427212469433,1410.7677390692804,1436.7124485735178,6.0,0.11538461538461539,1432.7927506946778,0.01434146421507703,-1.2689013709445025,1.669371242267476,78.29470888313132,74.6444464506382,45.262957265289465,563.0576923076923,496.8816647484566,3.303792486721397,1.7347898759702354,0.3622940307813368,0.12894215969237235,52.0,12636735520.455847,4.114986810938985e-09
train,1,11,857.7317998197792,832.5038268061581,1450.3157874405576,168.6800690950588,402.4081731134623,495.82600295018074,1244.9419632059635,1423.8301389675153,1443.2093580103374,6.0,0.11764705882352941,1441.0087272102717,0.0726864089541108,-1.2868016658556676,1.6908732866675669,84.4049059160655,79.95643464408057,50.6010983785012,605.156862745098,515.2939499954961,3.4480908556851113,2.034676401440987,0.35848941998149375,0.1464500100008677,51.0,12778395710.234915,3.991111337955462e-09
train,2,0,857.6279711532648,872.3982572527833,1485.8457948200341,118.93050624448065,402.8734486503833,537.7524161737674,1215.7839314763005,1425.7525314626596,1443.9201034693615,7.0,0.1044776119402985,1448.7873338013464,-0.08141686629711396,-1.1686236616109205,1.7325062204092945,86.67470330887495,83.46770383043243,39.959514644600404,632.6716417910447,418.18588689936576,3.0397304735683757,1.546019799932195,0.3912099756630002,0.14260843512908813,67.0,13740730688.77444,4.876014348693697e-09
train,2,1,877.3818975542229,920.7636502186812,1491.5491347904049,119.08752670574003,415.85977337693953,520.1185730463204,1272.8666107903703,1416.9815329252317,1446.6227085047906,7.0,0.10294117647058823,1447.4581347534672,-0.14124464679471968,-1.3012011403108652,1.6999998962233274,77.45197901898693,58.08219893917585,54.85537202782835,619.5441176470588,425.81642158359114,3.2461994775264724,1.6159731459299291,0.36424071582976747,0.13007045515780996,68.0,13899568009.585705,4.892238374106623e-09
train,2,2,858.9337378457717,936.1333211565699,1489.2338803236175,71.53073758670713,408.020061943639,519.7806689500943,1228.3658581094792,1365.5808174987467,1424.6470011279084,7.0,0.10294117647058823,1437.6525656796355,-0.24715817938896728,-1.1421389983609234,1.7338169578233766,86.64221579366482,73.85482363420222,44.803119370637326,637.4117647058823,416.03602869578344,3.513237030044006,2.1146321038790235,0.35600414315574713,0.1521516475416182,68.0,13834941691.094095,4.915091188550028e-09
train,2,3,847.9828605760432,890.6527667350429,1467.1892482535252,108.9867847638819,405.01707964976254,507.0801072350904,1247.795109570483,1387.9738260634722,1425.5703705640406,7.0,0.1,1431.1266898732936,-0.10569706689014931,-1.276874798828686,1.7302109706048172,78.96277004517124,62.5261640168098,48.38842713651381,648.5857142857143,447.3115340437946,3.742976159401643,2.1035930456043936,0.3348165242956858,0.14646068928247774,70.0,13229609237.075731,5.2911615714110675e-09
train,2,4,811.1127856771556,791.4440749279156,1461.9435101829565,107.01087528410524,407.89289676207153,494.20055704768583,1216.259576495525,1356.2041683276782,1420.1746362551244,8.0,0.10256410256410256,1421.7368388929426,0.016078076928390042,-1.2200319506413906,1.802392387345314,70.5437597794723,60.37806408421524,39.49859116124922,613.974358974359,482.0212307217047,3.6693084020934257,1.8753705803320253,0.33640237021799163,0.14384113972859636,78.0,13088213912.10937,5.959560297821347e-09
train,2,5,835.6198098857813,864.0787600791157,1486.433713433339,109.21273285332495,403.80398888701393,539.4829666727006,1231.8560675761266,1332.1270953391033,1427.4667688667907,9.0,0.10714285714285714,1418.4089978449633,-0.10633871463331729,-1.1891637812501938,1.7788397257318684,66.21817312079715,58.55062530046254,39.76518293746447,555.7619047619048,446.3018757684091,3.7755682251401828,1.885561690357533,0.32278649515285374,0.13547764255443165,84.0,13757047916.816257,6.105961141366716e-09
train,2,6,858.2886014487091,921.9627417625737,1474.676595108517,107.56135658993067,400.9691681138589,566.7827082258759,1224.1138702431026,1349.4008314900782,1406.660705210455,9.0,0.10843373493975904,1416.0642274877123,-0.22561933118278635,-1.1525946677657224,1.7181593611046493,67.34470192599458,57.57464856925412,36.9159038089765,547.855421686747,440.2575502470289,3.61383329938094,1.8360465395015502,0.3381802030677674,0.1378944106851053,83.0,13433184259.221565,6.178728617008469e-09
train,2,7,837.0438686649069,825.9727965391237,1492.8097319673846,114.33270233759586,427.44833576552253,506.758493573858,1290.7376058862098,1366.5204117382345,1454.5336852605772,9.0,0.1111111111111111,1439.2793921637217,-0.048874719050187504,-1.3344523369109946,1.7834306992158375,67.61544748244047,54.28893821625585,40.435663727332965,525.9135802469136,472.25380351911576,3.5942362308005382,1.8096554771175544,0.328596076357915,0.12108460186065732,81.0,13934839866.151522,5.812768627270226e-09
train,2,8,835.033111898223,879.6010175772484,1499.7785545134757,130.730087553563,435.0641090768436,474.02463840343495,1290.2231296718392,1367.2092259205426,1449.087358228834,8.0,0.1095890410958904,1442.0771702078762,-0.08674099930282789,-1.344793822560835,1.7960707583249398,72.38585316030029,56.904210942398954,41.189665224727115,563.4794520547945,487.3244444466655,3.537468020613913,1.732238531156396,0.34353780563606584,0.14676962387982467,73.0,14130906641.832336,5.165981337948616e-09
train,2,9,839.9926514290635,847.5177709420545,1495.1242905241247,143.99081893605154,406.5305110951726,495.83909698907974,1226.6602735126316,1388.5607859885754,1445.4344763110084,8.0,0.10526315789473684,1449.0485067141367,-0.011544758935990319,-1.238996681946672,1.779925440991059,72.48744490980961,63.990732605977286,40.852921521223166,583.8157894736842,562.3366657208429,3.464834331131677,2.1066691310101398,0.3655229343521628,0.1573471266339063,76.0,13999757119.88235,5.4286656082101145e-09
train,2,10,842.5372856974336,861.1603352272666,1494.639522731879,142.48367965326747,418.7998869886491,506.1845817566825,1252.6270969154384,1392.0565562674174,1444.584261676573,8.0,0.10256410256410256,1450.9102326689203,-0.08735592886927858,-1.247906928311495,1.7739743369275933,72.25644124428749,65.02551637540378,41.37006214421191,559.7692307692307,449.6532263600741,3.5792373657367498,2.1162307434024537,0.36341562143627476,0.17678657497659997,78.0,13986144008.546165,5.576948153282168e-09
train,2,11,778.2464173284154,777.6498193718875,1476.6909046687858,118.09291252895085,400.5708534323371,390.50138431737565,1086.3316392033466,1354.3996206351608,1436.382398990493,9.0,0.1111111111111111,1417.474812202262,0.14284725593450967,-1.1769412881622972,1.8974593031060893,70.20053194389156,58.427882043905186,40.29893197123394,551.5555555555555,491.7952571955122,3.750861179605691,1.9252656780787845,0.3272564059267102,0.13730306854870156,81.0,13488305975.987091,6.0052018499730336e-09
